id,price,sale price,gyarto,modell,evjarat,km ora,uzemenyag,KW,LE,allapot,csomagtarto,kivitel,szemelyek_szama,szin,hengerurtartalom,hajtas,valto tipus,valto szam,valto subtipus,vegyes fogyasztas
21706910,14115000.0,10999000.0,PEUGEOT,308,2025.0,5.0,Dízel,96.0,131.0,Kitűnő,412.0,Ferdehátú,5.0,Kék (metál),1499.0,Első kerék,Automata,8.0,tiptronic,
21734946,23035000.0,20110000.0,KIA,SORENTO,2025.0,5.0,Dízel,142.0,193.0,Normál,187.0,Városi terepjáró (crossover),7.0,Fekete,2151.0,Összkerék,Automata,8.0,,
21759441,6569000.0,6269000.0,DACIA,SANDERO,2025.0,10.0,Benzin,67.0,91.0,Kitűnő,328.0,Ferdehátú,5.0,,999.0,Első kerék,Manuális,5.0,,
21805531,13298000.0,12798000.0,SSANGYONG,TORRES,2025.0,5.0,Benzin,120.0,163.0,Kitűnő,703.0,Kombi,5.0,,1497.0,Első kerék,Manuális,6.0,,
21815547,17150000.0,11799000.0,FORD,CAPRI,2025.0,7.0,Elektromos,125.0,170.0,Kitűnő,627.0,Ferdehátú,5.0,Fehér,,Hátsó kerék,Fokozatmentes automata,,,
21834960,7959000.0,,RENAULT,CLIO,2025.0,5900.0,Benzin,67.0,91.0,Normál,382.0,Ferdehátú,5.0,Szürke,999.0,Első kerék,Manuális,6.0,,
21859248,21725000.0,19848000.0,SSANGYONG,REXTON,2025.0,5.0,Dízel,148.0,201.0,Kitűnő,240.0,Városi terepjáró (crossover),7.0,Fekete,2157.0,Összkerék,Automata,8.0,tiptronic,
21891126,18874000.0,17899000.0,HYUNDAI,IONIQ 6,2025.0,,Elektromos,168.0,228.0,Sérülésmentes,401.0,Sedan,5.0,Sötétszürke (metál),,Hátsó kerék,Fokozatmentes automata,,,
21909155,13999000.0,,KIA,EV3,2025.08,11.0,Elektromos,150.0,204.0,Kitűnő,460.0,Kombi,5.0,,,Első kerék,Fokozatmentes automata,,,
21912815,8199000.0,,OPEL,MOKKA,2025.17,10.0,Benzin,100.0,136.0,Kitűnő,350.0,Városi terepjáró (crossover),5.0,Kék,1199.0,Első kerék,Manuális,6.0,,
21915593,9450000.0,,OPEL,ASTRA ASTRA L,2025.0,10.0,Benzin,96.0,131.0,Kitűnő,422.0,Ferdehátú,5.0,Fehér,1199.0,Első kerék,Manuális,6.0,,
21932770,6490000.0,,OPEL,CORSA CORSA F,2025.0,5.0,Benzin,74.0,101.0,Kitűnő,309.0,Ferdehátú,5.0,Kék,1199.0,Első kerék,Manuális,6.0,,
21944672,17196000.0,15998000.0,KGM,ACTYON,2025.0,3.0,Benzin,120.0,163.0,Kitűnő,703.0,Kombi,5.0,Aranysárga,1497.0,Első kerék,Automata,6.0,tiptronic,
21960271,14310000.0,10990000.0,PEUGEOT,408,2025.0,5.0,Benzin,100.0,136.0,Kitűnő,536.0,Coupe,5.0,Fehér,1199.0,Első kerék,,,,
21966898,18983960.0,17713960.0,ISUZU,D-MAX,2025.0,5.0,Dízel,120.0,163.0,Kitűnő,,Pickup,5.0,Ezüst,1898.0,Összkerék,Automata,6.0,tiptronic,9.0
21969018,13434000.0,11200000.0,PEUGEOT,2008,2025.0,5.0,Benzin,100.0,136.0,Kitűnő,434.0,Városi terepjáró (crossover),5.0,,1199.0,Első kerék,,,,
21979712,15610000.0,13799000.0,PEUGEOT,5008,2025.42,3.0,Benzin,100.0,136.0,Újszerű,748.0,Városi terepjáró (crossover),7.0,,1199.0,Első kerék,,,,
21981424,8598000.0,7850000.0,KGM,TIVOLI,2025.42,7.0,Benzin,120.0,163.0,Kitűnő,427.0,Városi terepjáró (crossover),5.0,Fehér (metál),1497.0,Első kerék,Manuális,6.0,,
21989255,7499000.0,6879000.0,DACIA,DUSTER,2025.0,7.0,LPG,74.0,101.0,Normál,439.0,Városi terepjáró (crossover),5.0,Fehér,999.0,Első kerék,Manuális,6.0,,
21992509,14580000.0,12880000.0,NISSAN,JUKE,2025.0,5500.0,Benzin,69.0,94.0,Kitűnő,354.0,Városi terepjáró (crossover),5.0,Fehér (metál),1598.0,Első kerék,Fokozatmentes automata,,,
22005976,13740000.0,12290000.0,PEUGEOT,3008,2025.33,3.0,Benzin,100.0,136.0,Újszerű,520.0,Városi terepjáró (crossover),5.0,,1199.0,Első kerék,,,,
22024522,10299000.0,,RENAULT,SYMBIOZ,2025.0,1.0,Benzin,103.0,140.0,Normál,,Egyterű,6.0,Kék,1333.0,Első kerék,Manuális,6.0,,
22043446,21794000.0,17990000.0,HONDA,CR-V,2025.5,,Benzin,135.0,184.0,Kitűnő,579.0,Városi terepjáró (crossover),5.0,Bordó (metál),1993.0,Összkerék,Fokozatmentes automata,,,
22043809,17220000.0,14550000.0,HONDA,CIVIC,2025.5,,Benzin,135.0,184.0,Kitűnő,404.0,Ferdehátú,5.0,Fekete (metál),1993.0,Első kerék,Fokozatmentes automata,,,
22045704,16029000.0,13189000.0,HONDA,HR-V,2025.5,,Benzin,96.0,131.0,Kitűnő,304.0,Városi terepjáró (crossover),5.0,Szürke (metál),1498.0,Első kerék,Fokozatmentes automata,,,4.2
22045834,9899000.0,9599000.0,MG,MG3,2025.5,,Benzin,75.0,102.0,Kitűnő,293.0,Ferdehátú,5.0,Fehér,1490.0,Első kerék,,,,
22046194,7299000.0,6988000.0,MG,ZS,2025.5,,Benzin,78.0,106.0,Kitűnő,448.0,Városi terepjáró (crossover),5.0,Fehér,1498.0,Első kerék,Manuális,5.0,,
22097300,9900000.0,8550000.0,SUZUKI,S-CROSS,2025.0,1.0,Benzin,81.0,110.0,Normál,430.0,Városi terepjáró (crossover),5.0,Fehér,1373.0,Első kerék,Manuális,6.0,,
22097349,9640000.0,8090000.0,SUZUKI,VITARA,2025.0,1.0,Benzin,81.0,110.0,Normál,362.0,Városi terepjáró (crossover),5.0,Fehér,1373.0,Első kerék,Manuális,6.0,,
22122766,11490000.0,9490000.0,CHERY,TIGGO TIGGO 7,2025.0,5.0,Benzin,108.0,147.0,Kitűnő,500.0,Városi terepjáró (crossover),5.0,Fekete (metál),1598.0,Első kerék,Automata,7.0,,
22123305,12990000.0,10990000.0,CHERY,TIGGO TIGGO 8,2025.0,5.0,Benzin,108.0,147.0,Kitűnő,193.0,Városi terepjáró (crossover),7.0,Fekete (metál),1598.0,Első kerék,Automata,7.0,,
22146474,7795000.0,,SKODA,OCTAVIA,2020.83,69700.0,Benzin,110.0,150.0,Normál,640.0,Kombi,5.0,Fekete (metál),1498.0,Első kerék,Manuális,6.0,,4.8
22009941,,,VOLVO,EX30,2024.83,4408.0,Elektromos,200.0,272.0,Normál,318.0,Kombi,5.0,,,Hátsó kerék,Fokozatmentes automata,,,
21562325,,,VOLVO,EX30,2024.42,6010.0,Elektromos,200.0,272.0,Normál,318.0,Kombi,5.0,,,Hátsó kerék,Fokozatmentes automata,,,
