id,price,manufacturer,model,year,kilometers,fuel_type,kw,condition,trunk_capacity,body_type,seats,color,engine_capacity,drive_type,transmission_type,number_of_gears,km_imputed,metallic
22183561,4280000.0,HYUNDAI,IX35,2015.58,138000.0,Benzin,99.0,Megkímélt,591.0,Városi terepjáró (crossover),5.0,Ezüst,1591.0,Első kerék,Manuális,6.0,0,1
22173326,4280000.0,HYUNDAI,IX35,2013.58,131250.0,Dízel,85.0,Megkímélt,591.0,Városi terepjáró (crossover),5.0,Ezüst,1685.0,Első kerék,Manuális,6.0,0,1
22170877,4280000.0,FORD,KUGA,2013.83,200900.0,Dízel,120.0,Kitűnő,410.0,Városi terepjáró (crossover),5.0,Ezüst,1997.0,Összkerék,Manuális,6.0,0,1
22183988,3990000.0,HYUNDAI,I30,2018.33,194000.0,Benzin,103.0,Megkímélt,395.0,Ferdehátú,5.0,Unknown,1353.0,Első kerék,Manuális,6.0,0,0
22092768,4280000.0,OPEL,INSIGNIA,2016.67,92583.0,Benzin,103.0,Kitűnő,500.0,Sedan,5.0,Unknown,1364.0,Első kerék,Manuális,6.0,0,0
22077592,4280000.0,OPEL,ASTRA ASTRA J,2017.33,78301.0,Benzin,88.0,Normál,380.0,Ferdehátú,5.0,Fehér,1364.0,Első kerék,Manuális,6.0,0,0
22186966,4285000.0,TOYOTA,PRIUS,2012.67,199400.0,Hibrid,73.0,Sérülésmentes,445.0,Ferdehátú,5.0,Fekete,1798.0,Első kerék,Fokozatmentes automata,0.0,0,1
22171126,4288000.0,MAZDA,3,2016.42,147000.0,Benzin,88.0,Kitűnő,364.0,Ferdehátú,5.0,Fekete,1998.0,Első kerék,Manuális,6.0,0,1
22169820,4288000.0,TOYOTA,VERSO,2014.17,167858.0,Benzin,108.0,Megkímélt,484.0,Egyterű,5.0,Világosbarna,1798.0,Első kerék,Fokozatmentes automata,0.0,0,0
22189860,4289000.0,MAZDA,3,2015.75,166553.0,Benzin,88.0,Kitűnő,364.0,Ferdehátú,5.0,Unknown,1998.0,Első kerék,Manuális,6.0,0,1
22187577,4289000.0,AUDI,A4,2015.17,229700.0,Dízel,110.0,Megkímélt,505.0,Kombi,5.0,Fekete,1968.0,Első kerék,Manuális,6.0,0,1
22190647,4289999.0,MITSUBISHI,OUTLANDER,2015.83,226605.0,Dízel,110.0,Megkímélt,502.0,Városi terepjáró (crossover),7.0,Óceánkék,2268.0,Kapcsolható összkerék,Manuális,6.0,0,1
22183076,4289999.0,AUDI,A4,2014.92,267780.0,Dízel,110.0,Megkímélt,490.0,Kombi,5.0,Fekete,1968.0,Összkerék,Manuális,6.0,0,1
22193596,4290000.0,FORD,GALAXY,2015.75,271000.0,Dízel,110.0,Normál,300.0,Egyterű,7.0,Fekete,1997.0,Első kerék,Automata,8.0,0,1
22193556,4290000.0,TOYOTA,YARIS,2016.58,123000.0,Benzin,54.0,Normál,286.0,Ferdehátú,5.0,Unknown,1497.0,Első kerék,Fokozatmentes automata,0.0,0,0
22193269,4290000.0,BMW,3-AS SOROZAT 318,2013.0,118000.0,Benzin,105.0,Normál,210.0,Cabrio,4.0,Fekete,1995.0,Hátsó kerék,Manuális,6.0,0,1
22192659,4290000.0,VOLKSWAGEN,PASSAT PASSAT VIII,2015.42,234742.0,Dízel,110.0,Normál,586.0,Sedan,5.0,Szürke,1968.0,Első kerék,Automata,7.0,0,1
22192301,4290000.0,CITROEN,C3,2022.83,51911.0,Benzin,61.0,Normál,300.0,Ferdehátú,5.0,Unknown,1199.0,Első kerék,Manuális,5.0,0,0
22187830,4290000.0,VOLKSWAGEN,SHARAN,2013.0,217000.0,Benzin,110.0,Kitűnő,885.0,Egyterű,5.0,Fekete,1390.0,Első kerék,Manuális,6.0,0,1
22185790,4290000.0,FIAT,500L,2018.5,64000.0,Benzin,70.0,Sérülésmentes,412.0,Egyterű,5.0,Kék,1368.0,Első kerék,Manuális,6.0,0,0
22190684,4290000.0,FORD,KUGA,2014.5,201000.0,Dízel,120.0,Megkímélt,492.0,Városi terepjáró (crossover),5.0,Sötétkék,1997.0,Összkerék,Manuális,6.0,0,0
22188155,4290000.0,RENAULT,MEGANE,2017.58,122657.0,Dízel,81.0,Újszerű,588.0,Kombi,5.0,Unknown,1461.0,Első kerék,Manuális,6.0,0,0
22185493,4290000.0,SEAT,LEON,2015.42,152240.0,Benzin,92.0,Megkímélt,380.0,Ferdehátú,5.0,Szürke,1395.0,Első kerék,Manuális,6.0,0,0
22180950,4290000.0,OPEL,MOKKA X,2017.33,189000.0,Benzin,103.0,Megkímélt,356.0,Városi terepjáró (crossover),5.0,Ezüst,1364.0,Első kerék,Automata tiptronic,6.0,0,0
22178934,4290000.0,DACIA,DUSTER,2020.25,189000.0,Dízel,85.0,Újszerű,467.0,Városi terepjáró (crossover),5.0,Unknown,1461.0,Első kerék,Manuális,6.0,0,0
22178690,4290000.0,SKODA,OCTAVIA,2018.42,120100.0,Benzin,63.0,Kitűnő,590.0,Ferdehátú,5.0,Kék,1197.0,Első kerék,Manuális,5.0,0,0
22178738,4290000.0,VOLKSWAGEN,PASSAT PASSAT VIII,2017.25,217000.0,Dízel,110.0,Normál,650.0,Kombi,5.0,Szürke,1968.0,Első kerék,Automata,8.0,0,1
22178701,4290000.0,VOLKSWAGEN,PASSAT PASSAT VIII,2016.0,189700.0,Dízel,110.0,Normál,650.0,Kombi,5.0,Szürke,1968.0,Első kerék,Automata,8.0,0,1
22175957,4290000.0,HYUNDAI,I30,2020.75,136929.0,Dízel,85.0,Kitűnő,602.0,Kombi,5.0,Fekete,1582.0,Első kerék,Manuális,6.0,0,1
22175712,4290000.0,HYUNDAI,I20,2019.67,52909.0,Benzin,74.0,Normál,326.0,Ferdehátú,5.0,Narancs,1368.0,Első kerék,Manuális,6.0,0,0
22175291,4290000.0,SUZUKI,SX4 S-CROSS,2015.17,132294.0,Benzin,88.0,Kitűnő,430.0,Városi terepjáró (crossover),5.0,Fekete,1586.0,Összkerék,Fokozatmentes automata,0.0,0,1
22174082,4290000.0,BMW,5-ÖS SOROZAT 520,2014.17,245000.0,Dízel,135.0,Normál,520.0,Sedan,5.0,Szürke,1995.0,Hátsó kerék,Automata tiptronic,8.0,0,0
22172696,4290000.0,OPEL,VIVARO,2011.58,162423.0,Dízel,84.0,Normál,1410.0,Kisbusz,9.0,Fehér,1995.0,Első kerék,Manuális,6.0,0,0
22169947,4290000.0,SKODA,FABIA,2021.42,100960.0,Benzin,70.0,Kitűnő,530.0,Kombi,5.0,Ezüst,999.0,Első kerék,Manuális,5.0,0,1
22160229,4290000.0,HYUNDAI,I30,2017.83,64715.0,Benzin,88.0,Normál,395.0,Ferdehátú,5.0,Piros,998.0,Első kerék,Manuális,6.0,0,0
22144678,4250000.0,SUBARU,IMPREZA,2010.0,99800.0,Benzin,221.0,Normál,420.0,Ferdehátú,5.0,Unknown,2457.0,Összkerék,Manuális,6.0,0,0
21980153,4290000.0,SEAT,ALHAMBRA,2013.08,200630.0,Dízel,103.0,Megkímélt,267.0,Egyterű,7.0,Ezüst,1968.0,Összkerék,Manuális,6.0,0,1
22162059,4298000.0,KIA,PICANTO,2019.5,41441.0,Benzin,62.0,Megkímélt,255.0,Ferdehátú,5.0,Ezüst,1248.0,Első kerék,Automata,4.0,0,1
22187696,4299000.0,PEUGEOT,508,2017.08,135000.0,Dízel,85.0,Kitűnő,473.0,Sedan,5.0,Fekete,1560.0,Első kerék,Manuális,6.0,0,1
22107831,3990000.0,MAZDA,6,2016.0,288000.0,Benzin,121.0,Normál,480.0,Sedan,5.0,Unknown,1998.0,Első kerék,Manuális,6.0,0,0
22164900,4350000.0,SUZUKI,SWIFT,2014.5,29000.0,Benzin,69.0,Kitűnő,211.0,Ferdehátú,5.0,Ezüst,1242.0,Első kerék,Automata,4.0,0,1
22171408,4090000.0,AUDI,A5,2010.67,250000.0,Dízel,125.0,Normál,350.0,Ferdehátú,5.0,Fekete,1968.0,Első kerék,Manuális,6.0,0,0
22187565,4299000.0,SEAT,LEON,2016.17,124992.0,Benzin,92.0,Megkímélt,587.0,Kombi,5.0,Barna,1395.0,Első kerék,Manuális,6.0,0,1
22187235,4299000.0,OPEL,MOKKA,2015.08,105000.0,Dízel,100.0,Sérülésmentes,356.0,Városi terepjáró (crossover),5.0,Fekete,1598.0,Összkerék,Manuális,6.0,0,1
22304425,4210000.0,KIA,SPORTAGE,2012.92,124623.0,Dízel,85.0,Kitűnő,564.0,Városi terepjáró (crossover),5.0,Fehér,1685.0,Első kerék,Manuális,6.0,0,0
22184205,4299000.0,OPEL,ASTRA ASTRA K,2022.33,140255.0,Dízel,90.0,Kitűnő,540.0,Kombi,5.0,Ezüst,1496.0,Első kerék,Manuális,6.0,0,1
22184125,4299000.0,OPEL,ASTRA ASTRA K,2022.33,144166.0,Dízel,90.0,Kitűnő,540.0,Kombi,5.0,Ezüst,1496.0,Első kerék,Manuális,6.0,0,1
22183954,4299000.0,FIAT,500,2020.08,87976.0,Benzin,51.0,Normál,185.0,Cabrio,4.0,Szürke,1242.0,Első kerék,Manuális,5.0,0,0
22183922,4299000.0,RENAULT,CAPTUR,2016.92,49326.0,Benzin,66.0,Normál,377.0,Városi terepjáró (crossover),5.0,Bézs,898.0,Első kerék,Manuális,5.0,0,0
22183867,4299000.0,CITROEN,C4 SPACETOURER GRAND C4 SPACETOURER,2019.92,74351.0,Benzin,96.0,Normál,170.0,Egyterű,7.0,Fehér,1199.0,Első kerék,Manuális,6.0,0,0
22182283,4299000.0,OPEL,ASTRA ASTRA K,2016.83,109900.0,Benzin,110.0,Kitűnő,540.0,Kombi,5.0,Kék,1399.0,Első kerék,Manuális,6.0,0,1
22181320,4299000.0,VOLKSWAGEN,TRANSPORTER,2011.83,343076.0,Dízel,62.0,Normál,1410.0,Kisbusz,9.0,Ezüst,1968.0,Első kerék,Manuális,5.0,0,1
22181272,4299000.0,BMW,X SOROZAT X1,2013.83,189000.0,Dízel,105.0,Sérülésmentes,420.0,Városi terepjáró (crossover),5.0,Fekete,1995.0,Összkerék,Automata tiptronic,6.0,0,1
22180774,4299000.0,AUDI,Q3,2012.75,176884.0,Dízel,103.0,Kitűnő,460.0,Városi terepjáró (crossover),5.0,Sötétszürke,1968.0,Összkerék,Manuális,6.0,0,1
22179456,4299000.0,MERCEDES-BENZ,E-OSZTÁLY E 220,2011.17,270000.0,Dízel,125.0,Kitűnő,300.0,Cabrio,4.0,Fekete,2143.0,Hátsó kerék,Automata tiptronic,7.0,0,1
22179397,4299000.0,VOLKSWAGEN,SCIROCCO,2012.67,152000.0,Benzin,118.0,Kitűnő,292.0,Coupe,4.0,Fehér,1390.0,Első kerék,Automata,7.0,0,1
22178754,4299000.0,VOLKSWAGEN,TOURAN,2017.17,251800.0,Dízel,110.0,Normál,834.0,Egyterű,5.0,Fehér,1968.0,Első kerék,Automata,8.0,0,0
22176206,4299000.0,KIA,SOUL,2015.83,85300.0,Benzin,97.0,Megkímélt,354.0,Egyterű,5.0,Fekete,1591.0,Első kerék,Manuális,6.0,0,0
22176125,4299000.0,TOYOTA,COROLLA,2020.17,279000.0,Benzin,85.0,Normál,596.0,Kombi,5.0,Zöld,1197.0,Első kerék,Manuális,6.0,0,1
22173564,4299000.0,MERCEDES-BENZ,VIANO,2010.17,418000.0,Dízel,150.0,Megkímélt,1410.0,Kisbusz,7.0,Fekete,2987.0,Hátsó kerék,Automata tiptronic,5.0,0,1
22172298,4299000.0,HYUNDAI,TUCSON,2017.08,279334.0,Dízel,85.0,Normál,513.0,Városi terepjáró (crossover),5.0,Bézs,1685.0,Első kerék,Manuális,6.0,0,1
22172266,4299000.0,CHEVROLET,CAPTIVA,2013.25,177177.0,Dízel,135.0,Normál,97.0,Városi terepjáró (crossover),7.0,Fehér,2231.0,Összkerék,Automata,6.0,0,1
